RegionID,SizeRank,RegionName,RegionType,StateName,date,rent_index,zorf_growth_pct,rent_lag1,rent_lag3,month
395148,18,"Tampa, FL",msa,FL,2024-12-31,2014.7596351285345,,2000.8327472604476,1985.7068019248677,12
395148,18,"Tampa, FL",msa,FL,2025-01-31,2024.9847220272811,,2014.7596351285345,1990.321405018737,1
395148,18,"Tampa, FL",msa,FL,2025-02-28,2036.7581658653237,,2024.9847220272811,2000.8327472604476,2
395148,18,"Tampa, FL",msa,FL,2025-03-31,2047.558086911128,,2036.7581658653237,2014.7596351285345,3
395148,18,"Tampa, FL",msa,FL,2025-04-30,2048.7819383877445,,2047.558086911128,2024.9847220272811,4
395148,18,"Tampa, FL",msa,FL,2025-05-31,2045.6295993563324,,2048.7819383877445,2036.7581658653237,5
395148,18,"Tampa, FL",msa,FL,2025-06-30,2040.435682992455,,2045.6295993563324,2047.558086911128,6
395148,18,"Tampa, FL",msa,FL,2025-07-31,2036.7596829424383,,2040.435682992455,2048.7819383877445,7
395148,18,"Tampa, FL",msa,FL,2025-08-31,2031.3967786618016,,2036.7596829424383,2045.6295993563324,8
395148,18,"Tampa, FL",msa,FL,2025-09-30,2022.2164084022936,,2031.3967786618016,2040.435682992455,9
395148,18,"Tampa, FL",msa,FL,2025-10-31,2013.4067508001344,,2022.2164084022936,2036.7596829424383,10
395148,18,"Tampa, FL",msa,FL,2025-11-30,2003.56972766648,,2013.4067508001344,2031.3967786618016,11
395148,18,"Tampa, FL",msa,FL,2025-12-31,1999.5000162325168,,2003.56972766648,2022.2164084022936,12
